t,x,y,z
118.954904,-0.656,-0.36,0.71
119.004952,-0.664,-0.37,0.71
119.055,-0.664,-0.384,0.716
119.304856,-0.576,-0.284,0.71
119.354904,-0.854,-0.478,0.71
119.404952,-1.036,-0.568,0.776
119.455,-0.86,-0.744,0.7
119.705856,-0.992,-0.408,0.55
119.755904,-0.866,-0.184,0.67
119.805952,-0.76,-0.088,0.53
119.856,-0.71,-0.498,0.384
119.905856,-0.962,-0.354,0.638
119.955904,-0.998,-0.456,0.864
120.005952,-0.806,-0.12,0.48
120.056,-0.728,-0.77,0.492
120.105856,-0.438,-0.722,0.352
120.155904,-0.76,-0.312,0.188
120.205952,-0.632,-0.86,0.398
120.256,-0.208,-0.326,0.912
120.305856,-0.27,-0.738,0.764
120.355904,-0.398,-0.776,0.77
120.405952,-0.808,-0.974,0.694
120.456,-0.904,-1.234,0.422
120.505856,-0.352,-1.292,0.486
120.555904,-0.184,-0.642,0.236
120.605952,-0.16,-0.198,0.544
120.656,-0.818,-0.002,0.688
120.706856,-0.774,0.314,0.646
120.756904,-0.824,0.052,0.898
120.806952,-0.582,-0.188,0.844
120.857,-0.832,-0.662,0.59
120.906856,-0.59,-0.542,0.846
120.956904,-0.56,-0.214,0.888
121.006952,-0.54,-0.192,0.582
121.057,-0.432,-0.274,0.712
121.106856,-0.62,-0.046,0.972
121.156904,-0.678,-0.232,0.87
121.206952,-0.618,-0.398,0.828
121.257,-0.582,-0.578,0.798
121.306856,-0.526,-0.48,0.768
121.356904,-0.508,-0.32,0.83
121.406952,-0.518,-0.232,0.876
121.457,-0.536,-0.184,0.92
121.506856,-0.53,-0.258,0.87
121.556904,-0.526,-0.32,0.864
121.606952,-0.562,-0.342,0.832
121.657,-0.558,-0.334,0.822
121.707856,-0.546,-0.348,0.798
121.757904,-0.56,-0.368,0.804
121.807952,-0.556,-0.368,0.812
121.858,-0.552,-0.352,0.806
121.907856,-0.582,-0.334,0.798
121.957904,-0.536,-0.342,0.792
122.007952,-0.55,-0.352,0.812
122.058,-0.546,-0.334,0.824
122.107856,-0.544,-0.338,0.816
122.157904,-0.562,-0.366,0.844
122.207952,-0.544,-0.36,0.824
122.258,-0.558,-0.35,0.822
122.307856,-0.56,-0.348,0.83
122.357904,-0.544,-0.368,0.832
122.407952,-0.544,-0.35,0.838
122.458,-0.536,-0.354,0.836
122.507856,-0.55,-0.362,0.83
122.557904,-0.546,-0.338,0.824
122.607952,-0.544,-0.332,0.846
122.658,-0.55,-0.368,0.824
122.708856,-0.534,-0.332,0.796
122.758904,-0.542,-0.35,0.844
122.808952,-0.55,-0.344,0.838
122.859,-0.528,-0.352,0.83
122.908856,-0.528,-0.326,0.816
122.958904,-0.526,-0.344,0.85
123.008952,-0.528,-0.338,0.854
123.059,-0.544,-0.344,0.85
123.108856,-0.53,-0.32,0.83
123.158904,-0.526,-0.326,0.828
123.208952,-0.508,-0.364,0.848
123.259,-0.504,-0.4,0.902
123.308856,-0.504,-0.36,0.904
123.358904,-0.502,-0.29,0.86
123.408952,-0.498,-0.28,0.822
123.459,-0.526,-0.344,0.856
123.508856,-0.532,-0.372,0.856
123.558904,-0.542,-0.384,0.816
123.608952,-0.546,-0.384,0.816
123.659,-0.536,-0.364,0.808
123.709856,-0.524,-0.366,0.848
123.759904,-0.526,-0.358,0.83
123.809952,-0.51,-0.368,0.856
123.86,-0.43,-0.358,0.846
123.909856,-0.5,-0.054,0.91
123.959904,-0.27,-0.22,0.792
124.009952,-0.542,-0.39,0.652
124.06,-0.56,-0.64,0.732
124.109856,-0.432,-0.626,0.416
124.159904,-0.574,-0.402,0.28
124.209952,-0.646,-0.92,-0.248
124.26,-0.864,-1.016,-0.072
124.309856,-0.492,-0.912,-0.226
124.359904,-0.638,-0.926,0.24
124.409952,-0.23,-0.382,0.07
124.46,-0.802,-0.748,-0.308
124.509856,-0.594,-0.694,-0.394
124.559904,-0.56,-0.846,-0.354
124.609952,-0.48,-0.684,-0.286
124.66,-0.792,-0.584,-0.354
124.709856,-0.726,-0.824,-0.386
124.759904,-0.796,-1.11,-0.48
124.809952,-0.518,-0.588,-0.59
124.86,-0.568,-0.606,-0.452
124.910856,-0.764,-0.582,-0.218
124.960904,-0.592,-0.998,-0.138
125.010952,-0.984,-0.766,0.296
125.061,-0.984,-0.332,0.376
125.110856,-0.768,-0.672,0.398
125.160904,-0.834,-0.248,0.568
125.210952,-0.736,-0.35,0.262
125.261,-0.662,-0.372,0.344
125.310856,-0.468,-0.28,0.626
125.360904,-0.398,-0.28,0.616
125.410952,-0.288,-0.274,0.798
125.461,-0.39,-0.414,0.572
125.510856,-0.494,-0.492,0.864
125.560904,-0.494,-0.086,1.004
125.610952,-0.496,-0.354,0.706
125.661,-0.6,-0.316,0.784
125.710856,-0.724,-0.272,0.896
125.760904,-0.674,-0.224,0.876
125.810952,-0.72,-0.218,0.792
125.861,-0.614,-0.262,0.754
125.911856,-0.524,-0.318,0.752
125.961904,-0.32,0.122,0.994
126.011952,-0.304,-0.068,1.086
126.062,-0.384,0.136,0.918
126.111856,-0.432,-0.014,0.83
126.161904,-0.518,-0.102,0.944
126.211952,-0.608,-0.206,0.908
126.262,-0.67,-0.168,0.926
126.311856,-0.64,-0.114,0.902
126.361904,-0.584,-0.102,0.868
126.411952,-0.582,-0.142,0.87
126.462,-0.53,-0.12,0.878
126.511856,-0.574,-0.14,0.88
126.561904,-0.536,-0.094,0.896
126.611952,-0.552,-0.12,0.902
126.662,-0.592,-0.1,0.894
126.711856,-0.614,-0.102,0.896
126.761904,-0.6,-0.15,0.882
126.811952,-0.574,-0.124,0.888
126.862,-0.562,-0.118,0.88
126.912856,-0.572,-0.13,0.88
126.962904,-0.576,-0.112,0.902
127.012952,-0.56,-0.112,0.882
127.063,-0.576,-0.126,0.886
127.112856,-0.568,-0.096,0.872
127.162904,-0.574,-0.14,0.886
127.212952,-0.582,-0.104,0.886
127.263,-0.568,-0.08,0.886
127.312856,-0.568,-0.086,0.882
127.362904,-0.568,-0.112,0.888
127.412952,-0.566,-0.114,0.864
127.463,-0.568,-0.12,0.88
127.512856,-0.574,-0.108,0.894
127.562904,-0.582,-0.134,0.894
127.612952,-0.564,-0.104,0.878
127.663,-0.574,-0.098,0.888
127.712856,-0.582,-0.124,0.88
127.762904,-0.578,-0.128,0.894
127.812952,-0.576,-0.134,0.88
127.863,-0.568,-0.12,0.88
127.913856,-0.578,-0.12,0.88
127.963904,-0.578,-0.13,0.888
128.013952,-0.56,-0.128,0.894
128.064,-0.574,-0.104,0.908
128.113856,-0.568,-0.14,0.878
128.163904,-0.574,-0.112,0.876
128.213952,-0.572,-0.126,0.892
128.264,-0.56,-0.124,0.892
128.313856,-0.568,-0.128,0.886
128.363904,-0.568,-0.126,0.886
128.413952,-0.536,-0.108,0.864
128.464,-0.574,-0.136,0.88
128.513856,-0.558,-0.144,0.896
128.563904,-0.572,-0.12,0.9
128.613952,-0.568,-0.142,0.888
128.664,-0.574,-0.12,0.888
128.713856,-0.56,-0.12,0.896
128.763904,-0.56,-0.12,0.882
128.813952,-0.566,-0.126,0.888
128.864,-0.566,-0.112,0.88
128.914856,-0.562,-0.112,0.882
128.964904,-0.568,-0.114,0.888
129.014952,-0.572,-0.118,0.878
129.065,-0.558,-0.098,0.888
129.114856,-0.568,-0.11,0.902
129.164904,-0.568,-0.104,0.88
129.214952,-0.574,-0.092,0.882
129.265,-0.568,-0.108,0.88
129.314856,-0.556,-0.118,0.888
129.364904,-0.576,-0.12,0.896
129.414952,-0.572,-0.11,0.882
129.465,-0.572,-0.104,0.886
129.514856,-0.562,-0.108,0.894
129.564904,-0.572,-0.13,0.888
129.614952,-0.572,-0.128,0.88
129.665,-0.568,-0.126,0.9
129.714856,-0.58,-0.126,0.88
129.764904,-0.574,-0.102,0.888
129.814952,-0.56,-0.114,0.882
129.865,-0.56,-0.122,0.888
129.914856,-0.562,-0.128,0.888
129.964904,-0.556,-0.102,0.878
130.014952,-0.566,-0.112,0.892
130.065,-0.566,-0.124,0.896
130.115856,-0.546,-0.12,0.876
130.165904,-0.56,-0.112,0.888
130.215952,-0.568,-0.126,0.896
130.266,-0.572,-0.124,0.882
130.315856,-0.558,-0.114,0.892
130.365904,-0.562,-0.124,0.902
130.415952,-0.562,-0.128,0.898
130.466,-0.556,-0.126,0.904
130.515856,-0.57,-0.056,1.004
130.565904,-0.332,-0.094,0.926
130.615952,0.01,-0.194,0.936
130.666,0.032,-0.496,1.02
130.715856,-0.034,0.376,0.736
130.765904,-0.006,-0.238,0.688
130.815952,-0.262,-1.598,0.822
130.866,-0.546,-0.686,0.728
130.915856,-0.744,-1.676,0.86
130.965904,-0.824,0.36,1.648
131.015952,-0.72,-0.718,-0.146
131.066,0.202,-1.368,1.038
131.116856,0.332,-0.35,0.32
131.166904,-0.078,-1.406,-0.432
131.216952,-0.398,-1.016,0.034
131.267,-0.312,-0.912,0.902
131.316856,-0.294,-1.4,-0.174
131.366904,0.714,-1.142,-0.352
131.416952,-0.416,-0.594,-0.012
131.467,0.238,-0.978,-0.498
131.516856,-0.002,-0.91,-0.25
131.566904,0.032,-1.308,-0.174
131.616952,-0.334,-0.686,-0.268
131.667,-0.376,-0.12,-0.254
131.716856,0.192,-1.126,-0.824
131.766904,0.146,-1.048,-0.314
131.816952,0.148,-1.246,-0.344
131.867,0.546,-1.2,0.27
131.916856,0.234,-1.106,0.392
131.966904,0.328,-0.928,0.6
132.016952,0.504,-0.636,0.412
132.067,0.58,-0.376,0.456
132.117856,1.086,-0.728,0.576
132.167904,0.968,-0.67,0.488
132.217952,0.648,-0.588,0.338
132.268,0.57,-0.506,0.262
132.317856,0.466,-0.422,0.13
132.367904,0.502,-0.56,0.27
132.417952,0.568,-0.616,0.224
132.468,0.456,-0.578,0.248
132.517856,0.494,-0.814,0.168
132.567904,0.536,-1.056,0.408
132.617952,0.356,-0.67,0.548
132.668,0.254,-1.012,0.352
132.717856,0.21,-0.646,0.408
132.767904,0.16,-0.182,0.14
132.817952,0.012,-0.836,-0.212
132.868,0.38,-1.212,-0.258
132.917856,0.398,-0.814,-0.09
132.967904,0.186,-1.136,0.044
133.017952,0.478,-1.104,0.078
133.068,0.296,-0.802,0.366
133.118856,0.468,-0.862,0.334
133.168904,0.192,-0.736,0.486
133.218952,0.442,-0.23,0.484
133.269,0.42,-0.856,0.54
133.318856,0.69,-0.534,0.934
133.368904,0.482,-0.732,0.662
133.418952,0.506,-0.486,0.774
133.469,0.608,-0.806,0.846
133.518856,0.882,-0.47,1.094
133.568904,0.746,-0.79,0.59
133.618952,0.378,-0.812,0.08
133.669,-0.044,-0.354,0.006
133.718856,-0.114,-0.662,0.376
133.768904,-0.034,-0.184,0.528
133.818952,0.558,-0.834,0.06
133.869,0.392,-1.408,0.152
133.918856,0.414,-1.222,0.304
133.968904,0.402,-0.584,0.76
134.018952,0.388,-0.24,0.568
134.069,0.072,-1.12,0.38
134.119856,0.146,-0.14,0.434
134.169904,0.306,-1.404,-0.186
134.219952,0.328,-0.642,0.324
134.27,0.432,-1.112,0.294
134.319856,0.488,-1.392,-0.152
134.369904,0.11,-1.126,0.012
134.419952,0.116,-0.748,0.4
134.47,0.194,-1.03,0.434
134.519856,0.544,-0.574,0.696
134.569904,0.888,-0.966,0.644
134.619952,0.616,-0.93,0.54
134.67,0.456,-0.918,0.416
134.719856,0.226,-0.902,0.324
134.769904,0.194,-0.88,0.288
134.819952,0.04,-0.652,0.286
134.87,0.094,-0.574,0.352
134.919856,0.12,-0.534,0.728
134.969904,0.212,-0.874,0.552
135.019952,0.25,-0.77,0.358
135.07,0.258,-1.058,0.312
135.119856,0.336,-0.814,0.562
135.169904,0.538,-0.78,0.792
135.219952,0.794,-0.926,0.864
135.27,0.752,-0.892,1.016
135.320856,0.096,-1.15,0.224
135.370904,-0.018,-0.796,0.39
135.420952,-0.014,-0.384,0.254
135.471,0.178,-0.796,0.132
135.520856,0.264,-1.124,0.64
135.570904,0.24,-1.078,0.774
135.620952,0.232,-0.678,0.74
135.671,0.194,-0.782,0.63
135.720856,0.362,-0.792,0.374
135.770904,0.602,-0.732,0.288
135.820952,0.66,-0.72,0.39
135.871,0.836,-1.08,0.534
135.920856,0.562,-1.086,0.578
135.970904,0.234,-1.464,0.704
136.020952,0.212,-1.47,0.796
136.071,0.08,-1.438,0.766
136.120856,0.056,-1.17,0.824
136.170904,-0.048,-1.016,0.6
136.220952,-0.088,-0.8,0.44
136.271,-0.142,-0.51,0.348
136.321856,-0.16,-0.342,0.312
136.371904,-0.156,-0.166,0.38
136.421952,-0.204,-0.082,0.43
136.472,-0.224,0.072,0.55
136.521856,-0.434,0.036,0.568
136.571904,-0.578,0.064,0.748
136.621952,-0.796,0.082,0.824
136.672,-0.738,0.02,0.816
136.721856,-0.632,-0.006,0.736
136.771904,-0.702,-0.048,0.716
136.821952,-0.688,-0.026,0.79
136.872,-0.734,0.008,0.776
136.921856,-0.678,-0.03,0.732
136.971904,-0.712,0.04,0.774
137.021952,-0.736,-0.038,0.76
137.072,-0.672,-0.03,0.744
137.121856,-0.718,-0.038,0.748
137.171904,-0.766,-0.112,0.702
137.221952,-0.776,-0.104,0.736
137.272,-0.736,-0.022,0.702
137.322856,-0.648,-0.034,0.67
137.372904,-0.798,0.03,0.726
137.422952,-0.88,-0.192,0.704
137.473,-0.802,-0.176,0.772
137.522856,-0.784,-0.092,0.736
137.572904,-0.812,-0.126,0.68
137.622952,-0.706,-0.048,0.656
137.673,-0.696,-0.108,0.646
137.722856,-0.668,-0.014,0.708
137.772904,-0.638,-0.022,0.684
137.822952,-0.45,0.096,0.584
137.873,-0.274,-0.126,0.464
137.922856,-0.31,-0.278,0.55
137.972904,-0.24,-0.402,0.53
138.022952,0.046,-0.382,0.364
138.073,0.418,-1.054,-0.052
138.122856,0.426,-1.186,-0.148
138.172904,0.738,-1.726,-0.334
138.222952,0.672,-1.054,0.326
138.273,0.47,-1.12,0.072
138.323856,0.478,-1.062,0.056
138.373904,0.676,-1.036,0.206
138.423952,0.642,-0.608,0.012
138.474,0.842,-0.638,0.056
138.523856,0.562,-0.722,-0.064
138.573904,0.58,-0.706,-0.064
138.623952,0.584,-0.608,-0.288
138.674,0.762,-0.352,-0.144
138.923856,0.836,-0.542,-0.336
138.973904,0.82,-0.366,-0.21
139.023952,0.734,-0.432,-0.3
139.074,0.698,-0.284,-0.272
139.123856,0.57,-0.022,0.012
139.173904,0.592,-0.224,-0.072
139.223952,0.708,-0.318,0.322
139.274,1.674,-0.742,0.12
139.324856,1.124,-0.462,-0.164
139.374904,1.016,0.104,-0.288
139.424952,1.232,0.05,-0.2
139.475,0.994,0.376,0.546
139.524856,1.122,-0.262,0.59
139.574904,1.04,-0.866,-0.238
139.624952,0.954,-0.232,-0.052
139.675,0.826,-0.188,-0.016
139.724856,0.798,-0.188,0.158
139.774904,0.836,-0.198,0.134
139.824952,0.848,-0.268,0.064
139.875,0.862,-0.496,-0.11
139.924856,0.806,-0.44,-0.098
139.974904,0.848,-0.414,-0.064
140.024952,0.842,-0.462,0.024
140.075,0.856,-0.354,0.022
140.124856,0.882,-0.342,0.112
140.174904,0.904,-0.454,-0.034
140.224952,0.8,-0.406,0.056
140.275,0.888,-0.488,-0.008
140.324856,0.852,-0.448,-0.026
140.374904,0.864,-0.446,0.078
140.424952,0.874,-0.312,0.15
140.475,1.002,-0.42,0.046
140.525856,0.882,-0.338,0.11
140.575904,0.778,-0.386,0.104
140.625952,0.782,-0.38,0.102
140.676,0.906,-0.274,0.28
140.725856,0.894,-0.22,0.342
140.775904,0.878,-0.386,0.28
140.825952,0.898,-0.438,0.236
140.876,0.89,-0.358,0.222
140.925856,0.864,-0.31,0.27
140.975904,0.772,-0.246,0.272
141.025952,0.84,-0.384,0.278
141.076,0.84,-0.43,0.286
141.125856,0.948,-0.456,0.322
141.175904,0.88,-0.368,0.364
141.225952,0.808,-0.36,0.334
141.276,0.858,-0.31,0.304
141.325856,0.912,-0.3,0.278
141.375904,0.882,-0.3,0.232
141.425952,0.816,-0.336,0.204
141.476,0.836,-0.358,0.178
141.526856,0.846,-0.386,0.192
141.576904,0.85,-0.366,0.204
141.626952,0.864,-0.344,0.21
141.677,0.848,-0.354,0.23
141.726856,0.872,-0.368,0.236
141.776904,0.874,-0.354,0.254
141.826952,0.862,-0.368,0.262
141.877,0.878,-0.376,0.274
141.926856,0.882,-0.376,0.272
141.976904,0.882,-0.326,0.268
142.026952,0.858,-0.344,0.27
142.077,0.862,-0.352,0.27
142.126856,0.862,-0.352,0.232
142.176904,0.878,-0.344,0.232
142.226952,0.88,-0.326,0.216
142.277,0.866,-0.352,0.214
142.326856,0.866,-0.358,0.216
142.376904,0.882,-0.366,0.208
142.426952,0.832,-0.306,0.16
142.477,0.858,-0.332,0.158
142.527856,0.916,-0.398,0.098
142.577904,0.872,-0.476,0.044
142.627952,0.818,-0.414,0.096
142.678,0.808,-0.422,0.096
142.727856,0.836,-0.44,0.088
142.777904,0.824,-0.398,0.096
142.827952,0.954,-0.37,0.112
142.878,0.972,-0.312,0.204
142.927856,0.942,-0.274,0.264
142.977904,0.922,-0.142,0.31
143.027952,0.904,-0.124,0.254
143.078,0.882,-0.166,0.306
143.127856,0.83,-0.268,0.276
143.177904,0.794,-0.318,0.224
143.227952,0.8,-0.4,0.216
143.278,0.736,-0.424,0.176
143.327856,0.734,-0.354,0.172
143.377904,0.788,-0.332,0.15
143.427952,0.8,-0.312,0.062
143.478,0.976,-0.326,-0.036
143.528856,0.898,-0.26,-0.084
143.578904,0.91,-0.198,-0.072
143.628952,0.848,-0.232,-0.094
143.679,0.77,-0.136,-0.032
143.728856,0.664,-0.096,-0.104
143.778904,0.654,-0.158,-0.094
143.828952,0.692,-0.13,-0.164
143.879,0.708,-0.078,-0.13
143.928856,0.784,-0.06,-0.144
143.978904,0.96,0.052,-0.122
144.028952,0.994,-0.092,-0.21
144.079,1.044,0.416,-0.096
144.128856,0.936,0.9,-0.176
144.178904,1.032,0.698,0.048
144.228952,2.068,0.436,0.14
144.279,0.884,0.098,-0.2
144.328856,0.816,0.248,-0.204
144.378904,1.032,-0.038,-0.482
144.428952,0.882,-0.086,-0.306
144.479,0.84,0.034,-0.212
144.529856,0.884,-0.016,-0.282
144.579904,0.848,0.114,-0.162
144.629952,0.862,0.116,-0.232
144.68,0.9,0.096,-0.18
144.729856,0.922,0.112,-0.158
144.779904,0.928,0.09,-0.178
144.829952,0.898,0.032,-0.144
144.88,0.882,0.018,-0.16
144.929856,0.906,0.096,-0.16
144.979904,0.916,0.048,-0.25
145.029952,0.884,0.04,-0.224
145.08,0.882,0.048,-0.2
145.129856,0.872,0.05,-0.244
145.179904,0.89,0.056,-0.2
145.229952,0.906,0.034,-0.208
145.28,0.9,0.062,-0.202
145.329856,0.898,0.034,-0.242
145.379904,0.874,0.026,-0.272
145.429952,0.882,0.082,-0.272
145.48,0.888,0.052,-0.226
145.529856,0.9,0.024,-0.226
145.579904,0.882,-0.014,-0.194
145.629952,0.874,0.04,-0.21
145.68,0.896,0.016,-0.194
145.730856,0.884,0.018,-0.27
145.780904,0.89,0.016,-0.228
145.830952,0.904,0.02,-0.2
145.881,0.878,0.004,-0.202
145.930856,0.9,0.048,-0.202
145.980904,0.896,0.04,-0.218
146.030952,0.896,0.016,-0.244
146.081,0.874,0.032,-0.232
146.130856,0.898,0.026,-0.216
146.180904,0.896,0.034,-0.222
146.230952,0.89,0.034,-0.232
146.281,0.9,-0.014,-0.234
146.330856,0.884,-0.004,-0.226
146.380904,0.896,0.04,-0.208
146.430952,0.882,0.064,-0.226
146.481,0.896,0.044,-0.228
146.530856,0.896,0.032,-0.216
146.580904,0.89,0.018,-0.222
146.630952,0.898,0.018,-0.224
146.681,0.894,0.046,-0.216
146.731856,0.904,0.052,-0.208
146.781904,0.884,0.05,-0.218
146.831952,0.92,0.078,-0.196
146.882,0.898,0.046,-0.208
146.931856,0.884,0.03,-0.208
146.981904,0.906,0.014,-0.168
147.031952,0.98,0.056,-0.196
147.082,1.054,0.08,-0.226
147.131856,1.07,-0.054,-0.178
147.181904,1.16,0.082,-0.09
147.231952,1.23,0.19,-0.032
147.282,1.088,-0.01,-0.18
147.331856,1.082,0.032,-0.24
147.381904,0.968,0.014,-0.168
147.431952,1.072,0.034,-0.168
147.482,0.938,-0.146,-0.062
147.531856,0.916,0.094,0.084
147.581904,0.832,-0.27,-0.1
147.631952,0.82,-0.088,0.096
147.682,0.826,-0.128,0.07
147.732856,0.754,-0.208,0.044
147.782904,0.754,-0.238,0.048
147.832952,0.712,-0.176,0.072
147.883,0.772,-0.198,0.076
147.932856,0.722,-0.3,0.082
147.982904,0.736,-0.384,0.156
148.032952,0.676,-0.342,0.214
148.083,0.83,-0.37,0.264
148.132856,0.84,-0.386,0.278
148.182904,0.874,-0.414,0.294
148.232952,0.904,-0.378,0.27
148.283,0.884,-0.322,0.276
148.332856,0.89,-0.306,0.27
148.382904,0.894,-0.352,0.242
148.432952,0.826,-0.376,0.24
148.483,0.772,-0.39,0.254
148.532856,0.798,-0.376,0.264
148.582904,0.84,-0.358,0.28
148.632952,0.856,-0.348,0.294
148.683,0.864,-0.342,0.316
148.733856,0.864,-0.358,0.31
148.783904,0.872,-0.37,0.32
148.833952,0.858,-0.384,0.302
148.884,0.846,-0.384,0.302
148.933856,0.84,-0.368,0.274
148.983904,0.872,-0.374,0.28
149.033952,0.856,-0.368,0.262
149.084,0.868,-0.366,0.252
149.133856,0.858,-0.37,0.254
149.183904,0.85,-0.358,0.268
149.233952,0.832,-0.312,0.248
149.284,0.86,-0.354,0.274
149.333856,0.868,-0.358,0.276
149.383904,0.864,-0.344,0.284
149.433952,0.862,-0.348,0.286
149.484,0.858,-0.332,0.288
149.533856,0.848,-0.352,0.288
149.583904,0.836,-0.336,0.29
149.633952,0.852,-0.358,0.302
149.684,0.856,-0.354,0.294
149.733856,0.842,-0.35,0.29
149.783904,0.856,-0.368,0.294
149.833952,0.858,-0.358,0.29
149.884,0.864,-0.36,0.272
149.934856,0.85,-0.368,0.276
149.984904,0.848,-0.354,0.286
150.034952,0.868,-0.364,0.27
150.085,0.84,-0.352,0.272
150.134856,0.862,-0.358,0.284
150.184904,0.84,-0.326,0.27
150.234952,0.86,-0.344,0.3
150.285,0.842,-0.366,0.29
150.334856,0.856,-0.36,0.286
150.384904,0.844,-0.352,0.28
150.434952,0.856,-0.352,0.26
150.485,0.868,-0.36,0.27
150.534856,0.864,-0.354,0.248
150.584904,0.86,-0.358,0.248
150.634952,0.858,-0.352,0.264
150.685,0.882,-0.35,0.27
150.734856,0.866,-0.338,0.262
150.784904,0.862,-0.344,0.27
150.834952,0.858,-0.332,0.264
150.885,0.872,-0.336,0.264
150.935856,0.872,-0.332,0.268
150.985904,0.872,-0.334,0.26
151.035952,0.852,-0.336,0.284
151.086,0.866,-0.358,0.272
151.135856,0.866,-0.354,0.27
151.185904,0.872,-0.358,0.278
151.235952,0.852,-0.35,0.284
151.286,0.852,-0.35,0.27
151.335856,0.858,-0.348,0.264
151.385904,0.864,-0.348,0.264
151.435952,0.832,-0.336,0.254
151.486,0.85,-0.352,0.268
151.535856,0.882,-0.342,0.296
151.585904,0.88,-0.348,0.302
151.635952,0.848,-0.342,0.302
151.686,0.818,-0.366,0.27
151.735856,0.858,-0.36,0.286
151.785904,0.864,-0.368,0.278
151.835952,0.884,-0.354,0.286
151.886,0.878,-0.358,0.27
151.936856,0.864,-0.344,0.262
151.986904,0.858,-0.342,0.248
152.036952,0.872,-0.344,0.248
152.087,0.866,-0.342,0.262
152.136856,0.866,-0.344,0.262
152.186904,0.872,-0.342,0.272
152.236952,0.862,-0.352,0.27
152.287,0.856,-0.332,0.28
152.336856,0.872,-0.344,0.28
152.386904,0.862,-0.348,0.28
152.436952,0.874,-0.352,0.276
152.487,0.874,-0.352,0.248
152.536856,0.88,-0.348,0.236
152.586904,0.84,-0.332,0.23
152.636952,0.858,-0.322,0.198
152.687,0.86,-0.302,0.204
152.736856,0.898,-0.304,0.19
152.786904,0.936,-0.292,0.216
152.836952,0.896,-0.274,0.216
152.887,0.858,-0.26,0.23
152.937856,0.808,-0.236,0.23
152.987904,0.824,-0.238,0.24
153.037952,0.936,-0.254,0.254
153.088,0.898,-0.128,0.358
153.137856,0.832,-0.14,0.312
153.187904,0.656,-0.102,0.192
153.237952,0.66,-0.134,0.158
153.288,0.53,-0.086,0.182
153.337856,0.582,0.112,0.156
153.387904,0.544,-0.06,0.128
153.437952,0.706,-0.174,0.176
153.488,1.056,-0.214,0.224
153.537856,1.14,-0.21,0.288
153.587904,1.298,-0.294,0.304
153.637952,1.082,-0.368,0.206
153.688,1.064,-0.424,0.28
153.737856,1.12,-0.654,0.316
153.787904,0.92,-0.574,0.384
153.837952,0.836,-0.766,0.376
153.888,0.96,-0.832,0.344
153.938856,0.856,-0.688,0.304
153.988904,0.666,-0.514,0.392
154.038952,0.58,-0.566,0.398
154.089,0.746,-0.654,0.296
154.138856,0.91,-0.688,0.226
154.188904,0.954,-0.584,0.268
154.238952,0.954,-0.508,0.15
154.289,0.874,-0.56,0.152
154.338856,0.73,-0.55,0.072
154.388904,0.59,-0.53,0.076
154.438952,0.562,-0.562,0.02
154.489,0.51,-0.544,-0.064
154.538856,0.498,-0.572,-0.186
154.588904,0.536,-0.608,-0.266
154.638952,0.656,-0.558,-0.196
154.689,0.698,-0.464,-0.08
154.738856,0.848,-0.608,-0.008
154.788904,0.826,-0.536,0.126
154.838952,0.88,-0.518,0.326
154.889,0.888,-0.53,0.366
154.938856,0.896,-0.418,0.422
154.988904,0.818,-0.422,0.416
155.038952,0.816,-0.406,0.398
155.089,0.776,-0.432,0.36
155.139856,0.828,-0.438,0.284
155.189904,0.84,-0.358,0.286
155.239952,0.936,-0.356,0.274
155.29,0.88,-0.322,0.254
155.339856,0.856,-0.36,0.224
155.389904,0.88,-0.358,0.224
155.439952,0.872,-0.344,0.22
155.49,0.858,-0.35,0.216
155.539856,0.842,-0.358,0.232
155.589904,0.858,-0.346,0.242
155.639952,0.842,-0.338,0.27
155.69,0.848,-0.344,0.274
155.739856,0.88,-0.368,0.3
155.789904,0.872,-0.358,0.304
155.839952,0.858,-0.328,0.312
155.89,0.858,-0.336,0.358
155.939856,0.864,-0.358,0.304
155.989904,0.852,-0.384,0.268
156.039952,0.868,-0.358,0.262
156.09,0.888,-0.35,0.276
156.140856,0.866,-0.362,0.278
156.190904,0.868,-0.368,0.254
156.240952,0.85,-0.358,0.26
156.291,0.864,-0.348,0.254
156.340856,0.866,-0.332,0.262
156.390904,0.866,-0.344,0.27
156.440952,0.866,-0.338,0.262
156.491,0.866,-0.326,0.286
156.540856,0.848,-0.334,0.278
156.590904,0.84,-0.342,0.284
156.640952,0.83,-0.352,0.274
156.691,0.848,-0.338,0.262
156.740856,0.88,-0.348,0.264
156.790904,0.862,-0.322,0.248
156.840952,0.866,-0.364,0.252
156.891,0.864,-0.384,0.278
156.940856,0.872,-0.348,0.284
156.990904,0.874,-0.366,0.3
157.040952,0.874,-0.358,0.304
157.091,0.852,-0.358,0.286
157.141856,0.846,-0.318,0.28
157.191904,0.846,-0.338,0.28
157.241952,0.874,-0.336,0.28
157.292,0.884,-0.332,0.34
157.341856,0.85,-0.318,0.384
157.391904,0.856,-0.386,0.352
157.441952,0.826,-0.456,0.306
157.492,0.834,-0.526,0.23
157.541856,0.856,-0.568,0.216
157.591904,0.786,-0.578,0.222
157.641952,0.73,-0.806,0.112
157.692,0.72,-0.882,-0.014
157.741856,0.482,-0.902,0.2
157.791904,0.378,-0.824,0.032
157.841952,0.416,-0.792,0.156
157.892,0.354,-0.696,0.126
157.941856,0.096,-0.29,0.142
